NAME,OPERATOR_ID,SIGNIFICANT,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,CAUSE,COMMODITY_RELEASED_TYPE,NARRATIVE,SYSTEM_TYPE,UNITS,TOTAL_RELEASE,MDY,IMONTH,MSYS,ILOC,MoYr
"GENESIS FREE STATE PIPELINE, LLC",32410,YES,2013,2013-10-15T18:05:00Z,31.93103,-89.51142,0.1,30699,NO,0,NO,0,NO,NO,0,180810.325216025,MATERIAL FAILURE OF PIPE OR WELD,CO2 (CARBON DIOXIDE),"(10-15-2013) 6:05PM - 3"" DIAMETER ICE BALL IS SPOTTED ON ROW  8:30PM - UPSTREAM VALVE CLOSED.    (10-16-2013) 7:00AM - DOWNSTREAM VALVE CLOSED.  (10-20-2013)  SEGMENT DE-PRESSURED AND LEAK SITE IS DUG UP.  THE SUSPECTED LEAK POINT IN A JOINT WELD WAS X-RAYED AND THE LEAK WAS FOUND IN THE WELD.  A 5' SECTION (2.5' ON EACH SIDE OF WELD) WAS CUT OUT.  WHEN THE CUT-OUT WAS REMOVED, IT WAS NOTICED THAT THE PIPE HAD THE ORIGINAL X-RAY MARKINGS DESIGNATION OF A WELD REPAIR.  IT WAS APPARENT FROM LOOKING AT THE WELD THAT IT HAD BEEN REPAIRED ORIGINALLY.  THE INSIDE OF THE WELD SEAM SHOWS THE REPAIR WAS NOT DONE CORRECTLY.  THE LEAK OCCURRED BECAUSE AN ORIGINAL GIRTH WELD THAT HAD TO BE REPAIRED WAS NOT DONE CORRECTLY.  (10-21-2013) ALL REPAIRS ARE COMPLETED.  PRETESTED PIPE WAS INSTALLED.  ALL WELDS PASSED INSPECTIONS.  (10-24-2013) THE SEGMENT IS PLACED BACK IN SERVICE.    SUPPLEMENTAL    A FAILURE ANALYSIS WAS PERFORMED BY PMI SPECIALISTS, INC..  THE ANALYSIS REPORT (FINAL - 11/18/2013) IS SUMMARIZED AS THUS:   ""FROM THE APPEARANCE AND CROSS SECTION ANALYSIS, IT IS CLEAR THAT THE LEAK WAS CAUSED BY UNFILLED CAVITY IN THE ROOT PASS AND HAZ CRACKING FROM THE TOP.  THE MAJOR REASON IS BECAUSE OF THE UNFILLED CAVITY IN THE ROOT PASS, WHICH CREATED A HUGE STRESS RISER ON THE PIPE INTERNAL SURFACE AND DECREASED THE EFFECTIVE WALL THICKNESS. SMALL CRACKS DEVELOPED ON THE BOTTOM OF THE ROOT CAVITY DURING SERVICE. WITH TIME, THEY MET WITH THE HAZ CRACKS FROM THE TOP, LEADING TO A THROUGH CRACK.  THE UNFILLED CAVITY IN THE ROOT PASS IS CAUSED BY SLAG INCLUSION, WHICH WAS NOT PROPERLY CLEANED BEFORE THE REPAIR WELDING PROCEDURE.  IN THIS CASE, MOST LIKELY, THE HAZ CRACKS WERE DUE TO INSUFFICIENT PREHEAT TEMPERATURE DURING REPAIR WELDING. SINCE THE CRACKS ARE SMALL, THEY WERE MISSED BY VISUAL EXAMINATION AND X-RAY.    SUPPLEMENTAL - 1/21/2016  CORRECTION TO SMYS ENTRY (PART C, QUESTION 3C), ADDING APPROXIMATE VOLUME OF COMMODITY INTENTIONALLY RELEASED TO ATMOSPHERE TO PRIOR TO PIPE REPAIR (PART A, QUESTION 10), AND ADDING APPROXIMATE COST OF COMMODITY INTENTIONALLY RELEASED TO ATMOSPHERE (PART D, QUESTION 8D).",HL (Hazardous Liquids),US BBLs,30699.1,2013-10-15,10,HL,"Not Within A Municipality, MS",2013-10-01
PANHANDLE EASTERN PIPELINE CO,15105,YES,2013,2013-11-28T23:57:00Z,38.86342,-93.28116,150000,0,NO,0,NO,0,NO,YES,9,2063459.32030958,CORROSION FAILURE,"NATURAL GAS","THIS SUPPLEMENTAL/FINAL REPORT DATED 05/09/14, IS BEING SUBMITTED TO PROVIDE UPDATES TO PART D.7D, THE COSTS FOR THE METALLURGICAL ANALYSIS.      ON 11/28/13 AT 11:57 P.M. THE PANHANDLE EASTERN PIPE LINE COMPANY 30-INCH HOUSTONIA 400 LINE EXPERIENCED AND IN-SERVICE RELEASE WHICH SUBSEQUENTLY IGNITED IN PETTIS COUNTY, MISSOURI JUST NORTH OF THE RURAL COMMUNITY OF HUGHESVILLE.  THERE WERE NO INJURIES; HOWEVER, THERE WERE EVACUATIONS OF LOCAL RESIDENTS AS A PRECAUTIONARY MEASURE.  THE RELEASE OCCURRED IN A RURAL AREA AND WITHIN A CULTIVATED FIELD. THE PIPE   SEGMENT INVOLVED DOES NOT CONTAIN AN HCA.  THE INCIDENT WAS INITIALLY REPORTED BY A PEPL COMPANY EMPLOYEE WHO WAS AT A RESIDENCE IN CLOSE PROXIMITY TO THE SITE AND HE CALLED THE OPERATIONS MANAGER FOR THE LOCATION.  THE PRESSURE LOSS WAS ALSO ALARMED IN THE GAS CONTROL CENTER.  THE PRESSURE AT THE TIME OF THE RELEASE WAS 894 PSIG AT THE HOUSTONIA COMPRESSOR STATION; THE MAOP OF THIS SEGMENT IS  900 PSIG.  THE REPORT BY THE PEPL COMPANY EMPLOYEE AND GAS CONTROL ALARMS SET IN MOTION A RESPONSE BY LOCAL EMPLOYEES WHICH HAD THE AFFECTED SEGMENT ISOLATED ON THE UPSTREAM AND DOWNSTREAM SIDES BY 1:25 A.M.  LOCAL LAW ENFORCEMENT AND FIRE FIGHTERS RESPONDED TO THE EVENT AND ASSISTED WITH EVACUATIONS, SECURING THE INCIDENT SITE, AND CONTROLLING GROUND FIRES.",GT (Gas Transmission),mscf,150000,2013-11-28,11,Gas,"Hughesville, MO",2013-11-01
CHEVRON PIPE LINE CO,2731,YES,2013,2013-11-14T09:33:00Z,32.108042,-96.94382,4357,3473,NO,0,NO,0,NO,YES,700,5276494.0581304,EXCAVATION DAMAGE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"AT 0933 CDT ON 11-14-13, THE CPL CONTROL CENTER WAS NOTIFIED OF A LINE STRIKE AND SUBSEQUENT RELEASE/FIRE ON THE 10' WEST TEXAS LPG LINE NEAR MILFORD, TX.  A CPL CONTRACT CREW WAS DRILLING VERTICALLY TO INSTALL A POWER POLE AS PART OF A PROJECT TO INSTALL A CATHODIC PROTECTION DEEP GROUND BED, WHEN THEY STRUCK THE 10"" LPG LINE.  THE LINE WAS SHUT IN UPSTREAM OF THE INCIDENT SITE AND PRESSURE WAS PULLED OFF USING THE DOWNSTREAM PUMPS, PRIOR TO BLOCKING THE DOWNSTREAM BLOCK VALVE.  CPL MAINTENANCE CREWS EVACUATED THE DAMAGED 10' LINE AND THE ADJACENT 14' LPG MAINLINE TO REPLACE DAMAGED PIPE AND COMPONENTS. THE 10' LINE WAS RESTARTED ON 11-21-13 AND THE 14' MAINLINE WAS RESTARTED ON 11-23-13.",HL (Hazardous Liquids),US BBLs,7830,2013-11-14,11,HL,"Milford, TX",2013-11-01
ANR PIPELINE CO,405,YES,2013,2013-12-02T13:05:00Z,40.92921,-91.34643,110000,0,NO,0,NO,0,NO,NO,0,453308.154546508,EXCAVATION DAMAGE,"NATURAL GAS","A CONTRACTOR HIT THE ANR PIPELINE WHILE TILING IN THE FARMFIELD.  ACCORDING THE INCIDENT ANALYSIS REPORT SUBMITTED EARLIER THIS YEAR THE CONTRACTOR DID UTILIZE THE ONE CALL SYSTEM BUT ALL THE LINES IN THE AREA WERE NOT MARKED.  AT 13:05 THE CONTRACTOR CONTACTED ANR AND  A TECHNICIAN ARRIVED AT THE SITE AROUND 13:45.  THE SITE WAS SECURED BY WORKING WITH LOCAL EMERGENCY RESPONDERS AND ANR PERSONNEL. THE INVESTIGATION PROCESS BEGAN WHICH UTILIZED INFORMATION FROM GAS CONTROL AND A DECISION WAS MADE TO DROP THE PRESSURE TO 400 PSI.  AFTER IT WAS SAFE TO APPROACH WHERE THE SOURCE OF THE RELEASE WAS LOCATED IT WAS CONFIRMED AT 22:40. PRESSURE WAS MAINTAINED AND SERVICE WAS CONTINUED ON THE PIPELINE. A SMALL HOLE/PUNCTURE 1/8"" X 1/2"" WAS DISCOVERED IN THE PIPELINE. SERVICE WAS MAINTAINED BY LNG DURING THE REPAIR PROCESS WHICH WAS A PIPE CUT OUT AND REPLACEMENT.  REPAIR WAS MADE AND PIPE WAS PLACED BACK IN FULL SERVICE ON DECEMBER 14, 2013.",GT (Gas Transmission),mscf,110000,2013-12-02,12,Gas,"New London, IA",2013-12-01
ENTERPRISE CRUDE PIPELINE LLC,30829,YES,2013,2013-12-23T08:30:00Z,32.650552,-103.1392,3500,0,NO,0,NO,0,NO,NO,0,593190.259230165,EQUIPMENT FAILURE,CRUDE OIL,"ABOUT 08:30 ON DEC 23 LOCAL TIME, ENTERPRISE OPERATOR NOTICED THAT CRUDE HAD LEAKED FROM STATION PIPING ON TO THE GROUND.  AFTER REVIEW OF SITE AND AMOUNT OF CRUDE THAT LEAKED IT BECAME APPARENT THAT THE LEAK WAS MORE THAN INITIAL ESTIMATE OF 1000BBLS AND THAT COSTS WOULD EXCEED THE $50,000 REPORTING LIMIT TO NRC.  ORIGINAL NRC NUMBER WAS 1069306.    THE RELEASE VOLUME WAS DETERMINED TO BE 3500BBLS AND NRC WAS NOTIFIED AGAIN BECAUSE OF THE SIGNIFICANT CHANGE IN VOLUME; A NEW NRC WAS ISSUED ON DECEMBER 24, 2013: 1069415.      THE BOOSTER PUMP FOR THE MAINLINE HAD FAILED CAUSING A LEAK THAT CONTRIBUTED TO A SPILL OF 3500 BBLS OF CRUDE.      LOCAL OPERATIONS REPLACED FAILED APPURTENANCES.    ADDITIONAL SUMP LEVEL ALARMS AND PROGRAMMING HAVE BEEN UPDATED AND INSTALLED FOR THE FACILITY THAT WILL ASSIST IN EARLIER LEAK DETECTION.",HL (Hazardous Liquids),US BBLs,3500,2013-12-23,12,HL,"Hobbs, NM",2013-12-01
ENBRIDGE PIPELINES (EAST TEXAS) L.P.,31613,YES,2014,2014-01-26T08:45:00Z,30.60722,-94.93974,78042,0,NO,0,NO,0,NO,NO,NA,234399.35201401,EQUIPMENT FAILURE,"NATURAL GAS","AT 8:45 THE CONTROL CENTER NOTIFIED OPERATIONS THAT A PRESSURE DROP WAS INDICATED ON THE DD AND CLARITY SYSTEM.  OPERATIONS WAS DISPACHED AND ARRIVED AT THE GOODRICH COMPRESSOR STATION AT 09:15.  OPERATIONS FOUND THE COMPRESSOR STATION HAD EXPERIENCED A POWER FAILURE CAUSING AN ESD OF THE STATION.  A 20"" SUCTION VALVE FAILED TO CLOSE DURING THE ESD ALLOWING ADDITIONAL GAS TO BE BLOWN DOWN.  THE VALVE WAS MANUALLY SHUT AT 09:35 AND PRESSURE BEGAN TO INCREASE TO NORMAL OPERATING PRESSURE.  REPORTED DUE TO UNINTENIONAL GAS LOSS EXCEEDING THE 3 MMCF LIMIT AND THE COST OF GAS LOSS EXCEEDING $50,000.",GT (Gas Transmission),mscf,78042,2014-01-26,1,Gas,"Goodrich, TX",2014-01-01
COLONIAL PIPELINE CO,2552,YES,2014,2014-01-07T10:30:00Z,34.70203,-82.23533,1238.1,0,NO,0,NO,0,NO,NO,0,1864375.30103073,EQUIPMENT FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"AT 0730 ON JANUARY 7, 2014, A SPARTANBURG AREA TECHNICIAN WAS CALLED OUT TO INVESTIGATE AN ALARM ON UNIT 3 AT SIMPSONVILLE STATION. UPON COMPLETION OF THE WORK ON UNIT 3, THE TECHNICIAN NOTICED STAINED GRAVEL AROUND A BURIED DRAIN VALVE ON THE SUCTION SIDE OF UNIT 1.  SOIL WAS EXCAVATED AROUND THE DRAIN VALVE.  SHEARED BOLTS WERE OBSERVED ON THE BODY OF THE VALVE WHICH CAUSED THE VALVE TO SEPARATE AND LEAK.  THE STATION WAS ISOLATED AND SKILLETS WERE INSTALLED AROUND THE VALVE TO STOP THE LEAK. APPROXIMATELY 40 GALLONS OF PRODUCT WERE REMOVED FROM THE EXCAVATED AREA.  THE IMPACTED SOIL WAS SET ASIDE FOR DISPOSAL.  A SMALL AMOUNT OF PRODUCT ENTERED THE SUB-SURFACE DRAIN WHICH LEADS TO THE OIL/WATER SEPARATOR.  ON JANUARY 8, 2014 CREWS EXCAVATED IMPACTED SOILS AROUND THE AFFECTED SUB-SURFACE DRAIN LINES.  WATER WAS USED TO FLUSH 73 GALLONS OF RESIDUAL PRODUCT FROM THE DRAIN LINE INTO THE OIL/WATER SEPARATOR.  PRODUCT COLLECTED FROM THE EXCAVATION AND OIL/WATER SEPARATOR WAS RETURNED TO THE SYSTEM VIA THE STATION SUMP.   IMPACTS TO THE DRAIN SYSTEM AND SURFICIAL SOILS WERE ADDRESSED.  FOLLOW UP INVESTIGATION ACTIVITIES WERE SCHEDULED TO CONFIRM THAT NO PRODUCT REMAINED IN THE SUBSURFACE DRAIN SYSTEM AND EVALUATE SOIL AND GROUNDWATER IMPACTS AT DEPTH BELOW THE EXCAVATION AROUND THE VALVE.    ON JANUARY 10, 2014 A VAC TRUCK AND CREW BEGAN INSTALLING BORINGS IN THE AREA OF THE VALVE TO ASSESS ADDITIONAL IMPACTS AT DEPTH.  TWO BORINGS BENEATH THE RELEASE AREA REVEALED FREE PRODUCT IN A SANDY LAYER OF SOIL APPROXIMATELY 11 FEET DEEP.  THE VAC TRUCK INSERTED STINGER PIPES INTO THE BORINGS AND REMOVED THE FREE PRODUCT.  SEVERE WEATHER WAS ANTICIPATED AND THE BORINGS WERE ALLOWED TO RECHARGE TO SEE IF PRODUCT RETURNED.  THE INVESTIGATION CONTINUED WITH THE INSTALLATION OF APPROXIMATELY 25 BORINGS INSTALLED BY HAND AND VAC TRUCK THE WEEK OF JANUARY 13.  NRC NOTIFICATION WAS MADE ON JANUARY 15 AT 10:53 (REPORT #1071203) WHEN ANTICIPATED COSTS EXCEEDED THE COST REPORTING $50,000 REPORTING THRESHOLD.  SOUTH CAROLINA DHEC WAS NOTIFIED ON JANUARY 15 AT 11:00.  PRODUCT RECOVERY OPERATIONS RAMPED UP OVER THE WEEK OF JANUARY 13 TO INCLUDE VACUUM EXTRACTION OF PRODUCT FROM 8 RECOVERY WELLS INSTALLED ACROSS THE MANIFOLD YARD AND A RECOVERY TRENCH INSTALLED JUST ADJACENT TO THE YARD.  A STREAM LOCATED APPROXIMATELY 400 TO 500 FEET FROM THE MANIFOLD YARD IS BEING MONITORED ON A ROUTINE BASIS EACH DAY.   NO IMPACTS TO THE STREAM HAVE BEEN IDENTIFIED.   THE EXTENT OF FREE PRODUCT IN THE SUBSURFACE HAS BEEN DELINEATED AND IS CONFINED TO THE MANIFOLD AND AREA JUST DOWNGRADIENT OF THE MANIFOLD WITHIN THE STATION BOUNDARIES.  SOIL IMPACTS APPEAR TO BE MINIMAL AND WERE LIMITED TO THE IMMEDIATE AREA OF THE VALVE.  NO OFF SITE IMPACTS HAVE BEEN IDENTIFIED.  ASSESSMENT ACTIVITIES ARE CONTINUING WITH THE INSTALLATION OF MONITORING AND RECOVERY WELLS.  PRODUCT RECOVERY OPERATIONS ARE CONTINUING.       2/18/14 UPDATE:  RELEASE VOLUME ESTIMATE ADJUSTED TO 52,000 GALLONS.  THIS VOLUME IS BASED UPON PRELIMINARY DATA FROM WHICH AN ESTIMATED RELEASE DATE AND DURATION WERE CALCULATED.  AS ADDITIONAL DATA BECOMES AVAILABLE THE RELEASE VOLUME MAY BE ADJUSTED.  ENVIRONMENTAL REMEDIATION COSTS WERE ALSO ADJUSTED TO ACCOMMODATE LONGER TERM ANTICIPATED EXPENDITURES.  APPROXIMATELY 34,500 GALLONS HAVE BEEN RECOVERED FROM THE GROUNDWATER REMEDIATION SYSTEM INSTALLED AT THE SITE.  MONITORING OF GROUNDWATER WELLS INSTALLED AROUND THE PERIMETER OF THE FACILITY INDICATE THE RELEASED PRODUCT IS CONFINED TO THE FACILITY PROPERTY.  2/10/2015 FINAL UPDATE:  THE FINAL RELEASE VOLUME ESTIMATE REMAINS AT 52,000 GALLONS.  A TOTAL OF 44,000 GALLONS OF PRODUCT HAVE BEEN RECOVERED UTILIZING ORIGINAL PUMP/REMEDIATION SYSTEM.  UPDATED REMEDIATION SYSTEM HAS BEEN DESIGNED AND IS SCHEDULED FOR INSTALLATION IN LATE FEBRUARY 2015. ITS INSTALLATION AND OPERATION ARE REFLECTED IN UPDATED COST ESTIMATE.",HL (Hazardous Liquids),US BBLs,1238.1,2014-01-07,1,HL,"Fountain Inn, SC",2014-01-01
"TEXAS GAS TRANSMISSION, LLC",19270,YES,2014,2014-02-12T12:10:00Z,31.297771,-92.332821,45600,0,NO,0,NO,0,NO,NO,0,153427.423414493,"NATURAL FORCE DAMAGE","NATURAL GAS",FREEZING RAIN CONDITIONS CAUSED ICING ON THE POPPET BLOCK CAUSING THE VALVE TO OPEN.      CORRECTED CAUSE SINCE DEVICE WAS A VALVE AND NOT A RELIEF VALVE. 2-28-14    CORRECTED CAUSE AS SUGGESTED BY PHMSA.  6-24-14,GT (Gas Transmission),mscf,45600,2014-02-12,2,Gas,"Pineville, LA",2014-02-01
"ONEOK NGL PIPELINE, LLC",32109,YES,2014,2014-02-02T19:30:00Z,43.114444,-105.8525,1,1689,NO,0,NO,0,NO,NO,0,111318.718427897,MATERIAL FAILURE OF PIPE OR WELD,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"WHILE MAKING ROUNDS ONEOK OPERATOR NOTICED NGL VAPORS BEING RELEASED FROM A WELD ON THE WELD-O-LET PIPING OF THE BLOW DOWN PIPING DOWNSTREAM OF THE PIG TRAP ON THE 6"" SAGE CREEK PIPELINE.  OPERATOR PUT THE PLANT INTO NGL TRUCKING MODE AND ISOLATED THE PIPELINE FROM THE PLANT.  PIPELINE WAS SHUTDOWN AND PHILLIPS 66 WAS ASK TO PULL DOWNSTREAM PRESSURE FROM THE PIPELINE.  AT APPROXIMATELY 20:49 LOCAL TIME THE FIRST MAINLINE BLOCKVALVE DOWNSTREAM OF THE PLANT WAS CLOSED TO ISOLATE THE FAILED SECTION OF THE PIPELINE. PIPELINE PRESSURE HAD BEEN REDUCED FROM 520 PSI TO 340 PSI..  RESIDUAL PIPELINE PRESSURE WAS VENTED FROM THE PIPELINE AT THE MAINLINE BLOCKVALVE TO ALLOW FAILED SECTION TO BE CUT OUT OF THE PIPELINE AND REPAIRS MADE.  IT WAS DETERMINED THE WELD ON THE WELD-O-LET THAT CONNECTED TO A 2 INCH BLOW DOWN VALVE HAD FAILED AND A 1.5 INCH CRACK HAD DEVELOPED CAUSING THE RELEASE.  UPON COMPLETION OF REPAIRS PIPELINE WAS RESTARTED.  PIPELINE WAS CONSTRUCTED IN 1984.",HL (Hazardous Liquids),US BBLs,1690,2014-02-02,2,HL,"Rolling Hills, WY",2014-02-01
SOUTHCROSS CCNG TRANSMISSION LTD,31594,YES,2014,2014-03-25T11:30:00Z,28.123034,-97.029354,327400,0,NO,0,NO,0,YES,YES,0,630403.98304983,MATERIAL FAILURE OF PIPE OR WELD,"NATURAL GAS","ON MARCH 25, 2014 A LEASE OPERATOR NOTIFIED SOUTHCROSS OF A PIPELINE RUPTURE IN THE MIDDLE OF COPANO BAY AND GAS CONTROL  CALLED STATING A PRESSURE DROP ON THAT SYSTEM.     11:30 AM - LARRY WASHINGTON NOTIFIED RAZ PEREZ OF A GAS LEAK IN THE MIDDLE OF COPANO BAY CROSSING.  11:37 AM - RAZ PEREZ NOTIFIED LAMAR HELLUMS TO HEAD TO THE SOUTH BLOCK VALVE AND DENNIS HENNEKE TO PROCEED TO THE NORTH BLOCK VALVE ON THE 12"" ST. CHARLES LINE.  11:50 AM - LEONARD STROMAN NOTIFIED THE RRC AND NRC.  12:15 PM - LAMAR HELLUMS CLOSED SOUTHSIDE BLOCK VALVE.  LAMAR CITY GATE WAS CONNECTED BETWEEN BLOCK VALVES, SO WE HAD TO ROUND UP 1"" HIGH PRESSURE HOSES TO CONNECTED FROM THE UPSTREAM SIDE OF BLOCK VALVE BEFORE NORTH BLOCK VALVE WAS CLOSED.  2:45 PM - HOSES HOOKED UP TO LAMAR CITY GATE.  3:00 PM - LAMAR HELLUMS CLOSED NORTHSIDE BLOCK VALVE AND BLOWOUT SECTION BLED DOWN TO 0#. PRODUCERS WERE NOTIFIED TO SHUT IN.",GT (Gas Transmission),mscf,327400,2014-03-25,3,Gas,"Aransas County, TX",2014-03-01
ENERGY TRANSFER COMPANY,32099,YES,2014,2014-03-21T16:11:00Z,32.61263,-101.0593,3992,0,NO,0,NO,0,NO,NO,1,230340.888931702,EQUIPMENT FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"AT APPROXIMATELY 1530 HRS. ON FRIDAY, 03/21/2014, A MAINTENANCE PIG WAS BEING RUN ON ENERGY TRANSFER'S ASSOCIATED PIPING. SHORTLY AFTER THE PIG'S ARRIVAL AT A NEARBY, DOWNSTREAM PUMP STATION, THE PUMPS TRIPPED OFFLINE, RESULTING IN A PRESSURE INCREASE AND SUBSEQUENT FAILURE OF A PRESSURE CONTROL VALVE, WHICH PROTECTS THE MOP OF THE LINE SEGMENT THAT RUPTURED.   AT 1611 HRS. PIPELINE CONTROL RECEIVED A CALL FROM AN EMPLOYEE OF ANOTHER COMPANY, REPORTING VAPORS IN THE AREA OF COUNTY ROAD 3115 AND COUNTY ROAD 3146, IN SCURRY COUNTY.     THE PIPELINE CONTROLLER ON DUTY QUICKLY REQUESTED SNYDER PLANT TO DIVERT PRODUCT AND CLOSED ASSOCIATED VALVES.  ETC OPERATIONS PERSONNEL ARRIVED ON SITE AND ISOLATED THE AFFECTED SEGMENT BY CLOSING UPSTREAM AND DOWNSTREAM, MANUAL VALVES.  LOCAL LAW ENFORCEMENT AND FIRE DEPARTMENTS RESPONDED TO THE SCENE, FOR SAFETY PURPOSES. ONE NEARBY RESIDENT WAS EVACUATED, AND COUNTY ROAD 3146 WAS DIVERTED FOR A SHORT TIME, FOR PRECAUTION.  TRAFFIC DISRUPTION WAS MINIMAL GIVEN THE REMOTE LOCATION OF THE INCIDENT.  NO INJURIES, IGNITION OR MEDIA INVOLVEMENT RESULTED.   THE PIPELINE WAS SHUT IN AND PERMANENTLY REPAIRED WITH PRE-TESTED PIPE AND PLACED BACK IN SERVICE BY 19:34 HRS. THE FOLLOWING DAY, SATURDAY, 03/22/2014.  THE LINE SEGMENT IS CURRENTLY OPERATING AT REDUCED PRESSURES PENDING METALLURGICAL ANALYSIS OF THE RUPTURED PIPE SEGMENT AND A ROOT CAUSE FAILURE ANALYSIS OF THE INCIDENT.   ALL REQUIRED AGENCY NOTIFICATIONS WERE MADE IN ACCORDANCE WITH REGULATORY REQUIREMENTS.    UPDATE: 05/30/2014:  ALL DAMAGES WERE LIMITED TO LINE PIPE AND LOST PRODUCT. ESTIMATED COSTS NOTED ON INITIAL REPORT REMAIN ACCURATE.  THE LINE SEGMENT CONTINUES TO OPERATE AT REDUCED PRESSURE UNTIL SUCH TIME AS AN ASSESSMENT CAN BE COMPLETED.  ASSESSMENT IS SCHEDULED TO BE COMPLETED WITHIN 12-MONTHS FROM DATE OF INCIDENT AND WILL INCLUDE ILI AND HYDRO.    UPDATE FINAL: 02/16/2015  ILI ASSESSMENT WAS CONDUCTED WITH ALL NECESSARY REPAIRS REMEDIATED BY FEB. 6, 2015.  A HYDRO TEST WAS CONDUCTED AT 125% MOP IN ACCORDANCE WITH PART 195 SUBPART E ALONG WITH A SPIKE TEST IN ACCORDANCE WITH API 1160 AT 139% MOP.    ALL TESTS COMPLETED AND PRESSURES WERE PLACED BACK AT PRESSURES PRIOR TO DATE OF INCIDENT ON 3/21/2014.",HL (Hazardous Liquids),US BBLs,3992,2014-03-21,3,HL,"Snyder, TX",2014-03-01
NORTHERN NATURAL GAS CO,13750,YES,2014,2014-04-27T20:00:00Z,41.94619,-91.2248,198000,0,NO,0,NO,0,NO,YES,0,411552.124376492,"NATURAL FORCE DAMAGE","NATURAL GAS","ON APRIL 27, 2014, A FARMER NEAR MECHANICSVILLE, IOWA, OBSERVED A LIGHTNING STRIKE AT APPROXIMATELY 8 P.M., THEN NOTICED A BURNING FLAME APPROXIMATELY 5-6 FEET HIGH IN A NEARBY FIELD. THE WITNESS CALLED AREA EMERGENCY RESPONDERS TO REPORT THE FIRE AND EMERGENCY RESPONDERS REPORTED TO THE SITE TO INVESTIGATE. NORTHERN NATURAL GAS' GAS CONTROL DEPARTMENT DID NOT REGISTER A PRESSURE DROP; ONCE NOTIFIED OF THE FIRE, LOCAL PERSONNEL WERE DISPATCHED TO THE SITE. ONCE LOCAL EMPLOYEES CONFIRMED THE GAS WAS COMING FROM NORTHERN NATURAL GAS' LINE, NORTHERN NATURAL GAS NOTIFIED THE NRC WAS NOTIFIED AND LOWERED PRESSURE IN THE LINE TO 80% OF THE PRESSURE AT THE TIME OF INCIDENT. UPON CONFIRMATION OF THE LOAD REQUIRED TO MAINTAIN SERVICE TO FIVE NEARBY TOWNS, PRESSURE WAS LOWERED TO 400 POUNDS.  BOTTLE TRUCKS WERE BROUGHT IN AS A CONTINGENCY AND WERE USED DURING REPAIRS TO MAINTAIN SERVICE TO THE TOWNS. ONCE THE TOWNS WERE SUPPLIED BY THE BOTTLE TRUCKS, THE PRESSURE IN THE LINE WAS REDUCED TO EXTINGUISH THE FIRE AND THE SEGEMENT WAS EXCAVATED. THE SUBSEQUENT INVESTIGATION IDENTIFIED A PINHOLE-SIZED LEAK ATTRIBUTED TO AN APPARENT LIGHTNING STRIKE. THE DAMAGED PIPE WAS REPARIED BY A PRESSURIZED SLEEVE. THE PRESSURE IN THE LINE WAS RETURNED TO 80% OF THE OPERATING PRESSURE AT THE TIME OF INCIDENT, MONITORED FOR APPROXIMATELY 4 HOURS, THEN RESTORED TO NORMAL PRESSURE.",GT (Gas Transmission),mscf,198000,2014-04-27,4,Gas,"Mechanicsville, IA",2014-04-01
"PLAINS PIPELINE, L.P.",300,YES,2014,2014-04-14T15:24:00Z,32.080668,-103.178983,500,0,NO,0,NO,0,NO,NO,0,186190.45101628,EQUIPMENT FAILURE,CRUDE OIL,"APPROXIMATELY 500 BBLS OF CRUDE OIL WERE RELEASED AS A RESULT OF FAILED COUPLING ON THE BOOSTER PUMP. THE COUPLING ON THE BOOSTER PUMP CAME APART, WHICH DROPPED THE SHAFT AND OPENED THE SEAL, CAUSING OIL TO RELEASE. OPERATORS, ALONG WITH THE CONTROL CENTER, REROUTED THE FLOW TO STOP THE LEAK. THE MOTOR WAS VERIFIED TO BE IN PROPER WORKING ORDER, HOWEVER, THE PUMP WAS REPLACED.THE NATIONAL RESPONSE CENTER (NRC) WAS NOTIFIED. NRC ASSIGNED REPORT NUMBER 1079834.    SUPPLEMENTAL NARRATIVE:    AFTER FURTHER REVIEW, PART G6 HAS BEEN UPDATED FROM PUMP OR PUMP-RELATED EQUIPMENT TO THREADED CONNECTION/COUPLING FAILURE, ALONG WITH THE ADDITION OF THE SUB-CAUSE OVER TORQUEING IN G6-OTHER, TO BETTER CLARIFY THE FAILURE.    AS OF 11/15/2016, PART D, NUMBER 8 HAS BEEN REVISED AS THE COSTS WERE ORIGINALLY INPUT INCORRECTLY.",HL (Hazardous Liquids),US BBLs,500,2014-04-14,4,HL,"Jal, NM",2014-04-01
