Safety Program (SP) data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rows are sorted by submitting_opid, system_type, record_created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_AS_OF,RECORD_SOURCE,RECORD_CREATED,SUBMITTING_OPID,SUBMITTING_OPID_STATUS,SUBMITTING_OPID_NAME,SYSTEM_TYPE,D&A_PRIMARY_OPID,D&A_PRIMARY_NAME,D&A_STATUS,D&A_ENTER_DATE,D&A_EXIT_DATE,OME_PRIMARY_OPID,OME_PRIMARY_NAME,OME_STATUS,OME_ENTER_DATE,OME_EXIT_DATE,DP_PRIMARY_OPID,DP_PRIMARY_NAME,DP_STATUS,DP_ENTER_DATE,DP_EXIT_DATE,PA_PRIMARY_OPID,PA_PRIMARY_NAME,PA_STATUS,PA_ENTER_DATE,PA_EXIT_DATE,CRM_PRIMARY_OPID,CRM_PRIMARY_NAME,CRM_STATUS,CRM_ENTER_DATE,CRM_EXIT_DATE,OQ_PRIMARY_OPID,OQ_PRIMARY_NAME,OQ_STATUS,OQ_ENTER_DATE,OQ_EXIT_DATE,IM_PRIMARY_OPID,IM_PRIMARY_NAME,IM_STATUS,IM_ENTER_DATE,IM_EXIT_DATE,OPA_PRIMARY_OPID,OPA_PRIMARY_NAME,OPA_STATUS,OPA_ENTER_DATE,OPA_EXIT_DATE
12/15/21,Type C Notification,6/2/15,473,ACTIVE,"WESTERN MIDSTREAM PARTNERS, LP",Gas Gathering,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,,,,,,,,,,
12/15/21,Operator Validation,1/31/13,473,ACTIVE,"WESTERN MIDSTREAM PARTNERS, LP",Gas Transmission,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,,,,,
12/15/21,Operator Validation,1/31/13,473,ACTIVE,"WESTERN MIDSTREAM PARTNERS, LP",Hazardous Liquid,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,,473,ANADARKO PETROLEUM CORP,Current,4/20/95,
12/15/21,Operator Validation,12/31/12,495,ACTIVE,"ANDERSONVILLE GAS SYSTEM, CITY OF",Gas Distribution,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,495,"ANDERSONVILLE GAS SYSTEM, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,3/21/13,504,ACTIVE,ANDREASSI GAS COMPANY,Gas Distribution,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,504,ANDREASSI GAS COMPANY,Current,6/4/87,,,,,,
12/15/21,Operator Validation,1/23/13,515,ACTIVE,DAKOTA GASIFICATION COMPANY,Gas Transmission,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,,,,,
12/15/21,Operator Validation,1/23/13,515,ACTIVE,DAKOTA GASIFICATION COMPANY,Hazardous Liquid,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,,515,DAKOTA GASIFICATION COMPANY,Current,6/5/95,
12/15/21,Operator Validation,7/9/12,522,ACTIVE,ANNA MUNICIPAL GAS CO,Gas Distribution,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,522,ANNA MUNICIPAL GAS CO,Current,4/20/95,,,,,,
12/15/21,Operator Validation,4/16/13,558,ACTIVE,APPLEBY NATURAL GAS SYSTEM,Gas Distribution,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,558,APPLEBY NATURAL GAS SYSTEM,Current,5/24/95,,,,,,
12/15/21,Operator Validation,6/22/12,570,ACTIVE,FERNDALE PIPELINE SYSTEM,Gas Transmission,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,31189,BP Lower 48,Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/5/13,576,ACTIVE,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Gas Distribution,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/20/12,585,ACTIVE,ARGYLE MUNICIPAL GAS SYSTEM,Gas Distribution,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,,,,,
12/15/21,Operator Validation,12/20/12,585,ACTIVE,ARGYLE MUNICIPAL GAS SYSTEM,Gas Transmission,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,585,ARGYLE MUNICIPAL GAS SYSTEM,Current,5/24/95,,,,,,
12/15/21,Type C Notification,5/26/15,602,ACTIVE,"ENABLE GAS TRANSMISSION, LLC",Gas Transmission,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,31202,Enable Midstream,Current,4/1/15,,,,,,
12/15/21,Operator Validation,9/24/12,602,ACTIVE,"ENABLE GAS TRANSMISSION, LLC",Gas Transmission,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,602,CenterPoint,Superseded,5/24/95,4/1/15,,,,,
12/15/21,Type C Notification,9/30/19,602,ACTIVE,"ENABLE GAS TRANSMISSION, LLC",UNGS,31202,Enable Midstream,Current,1/18/17,,31202,Enable Midstream,Current,1/18/17,,,,,,,,,,,,,,,,,,,,,,31202,Enable Midstream,Current,1/18/17,,,,,,
12/15/21,Operator Validation,9/10/12,603,ACTIVE,CENTERPOINT ENERGY RESOURCES CORP.,Gas Distribution,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,,,,,
12/15/21,Operator Validation,10/2/12,603,ACTIVE,CENTERPOINT ENERGY RESOURCES CORP.,Gas Transmission,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,603,CENTERPOINT ENERGY RESOURCES CORP.,Current,6/4/87,,,,,,
12/15/21,Operator Validation,12/12/12,612,ACTIVE,CITY OF ROCKPORT,Gas Distribution,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,612,CITY OF ROCKPORT,Current,5/24/95,,,,,,
12/15/21,Operator Validation,3/27/12,621,ACTIVE,ARKANSAS OKLAHOMA GAS CORP,Gas Distribution,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,,,,,
12/15/21,Operator Validation,3/27/12,621,ACTIVE,ARKANSAS OKLAHOMA GAS CORP,Gas Transmission,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,621,ARKANSAS OKLAHOMA GAS CORP,Current,5/24/95,,,,,,
12/15/21,Operator Validation,5/9/12,630,INACTIVE,SOURCEGAS ARKANSAS INC.,Gas Distribution,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,,,,,
12/15/21,Operator Validation,5/9/12,630,INACTIVE,SOURCEGAS ARKANSAS INC.,Gas Gathering,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,,,,,,,,,,
12/15/21,Operator Validation,5/9/12,630,INACTIVE,SOURCEGAS ARKANSAS INC.,Gas Transmission,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,,,,,
12/15/21,Operator Validation,5/9/12,630,INACTIVE,SOURCEGAS ARKANSAS INC.,LNG Plant/Facility,10030,SourceGas,Current,5/24/95,,10030,SourceGas,Current,5/24/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Operator Validation,3/26/13,648,ACTIVE,"ARLINGTON GAS SYSTEM, CITY OF",Gas Distribution,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,648,New Commonwealth,Current,4/20/95,,,,,,
12/15/21,Created by PHMSA,4/21/95,660,ACTIVE,"ARLINGTON ENERGY GROUP, LLC",Gas Transmission,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,660,"ARLINGTON GAS PIPELINE CO, LP",Current,4/21/95,,,,,,
12/15/21,Operator Validation,6/8/12,666,ACTIVE,ARLINGTON NATURAL GAS CO,Gas Distribution,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,666,ARLINGTON NATURAL GAS CO,Current,4/20/95,,,,,,
12/15/21,Created by PHMSA,4/20/95,675,ACTIVE,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Gas Distribution,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,675,"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,7/31/12,702,ACTIVE,"ASHBURN GAS DEPT, CITY OF",Gas Distribution,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,702,"ASHBURN GAS DEPT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Created by PHMSA,4/20/95,729,ACTIVE,"ASHLAND MUNICIPAL GAS, TOWN OF",Gas Distribution,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/4/13,766,ACTIVE,ATHENS GAS DEPARTMENT,Gas Distribution,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,766,ATHENS GAS DEPARTMENT,Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/4/12,774,ACTIVE,ATHENS UTILITIES BOARD,Gas Distribution,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,774,ATHENS UTILITIES BOARD,Current,4/20/95,,,,,,
12/15/21,Operator Validation,9/28/12,792,ACTIVE,ATLANTA GAS LIGHT CO,Gas Distribution,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,,,,,
12/15/21,Operator Validation,9/28/12,792,ACTIVE,ATLANTA GAS LIGHT CO,Gas Transmission,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,,,,,
12/15/21,Operator Validation,9/28/12,792,ACTIVE,ATLANTA GAS LIGHT CO,LNG Plant/Facility,792,Atlanta Gas Light,Current,5/24/95,,792,Atlanta Gas Light,Current,5/24/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Operator Validation,5/7/12,828,ACTIVE,"WEST ESCAMBIA UTILITIES, INC.",Gas Distribution,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,828,"ATMORE UTILITIES BOARD, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/15/13,837,INACTIVE,"ATTICA GAS DEPT, CITY OF",Gas Distribution,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,837,"ATTICA GAS DEPT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Type C Notification,2/14/13,840,ACTIVE,MOJAVE PIPELINE OPERATING COMPANY,Gas Transmission,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,
12/15/21,Operator Validation,9/26/12,840,ACTIVE,MOJAVE PIPELINE OPERATING COMPANY,Gas Transmission,2564,Kinder Morgan,Superseded,4/21/95,2/7/13,2564,Kinder Morgan,Current,4/21/95,,2564,Kinder Morgan,Current,4/21/95,,2564,Kinder Morgan,Superseded,4/21/95,2/7/13,2564,Kinder Morgan,Current,4/21/95,,2564,Kinder Morgan,Superseded,4/21/95,2/7/13,2564,Kinder Morgan,Current,4/21/95,,,,,,
12/15/21,Operator Validation,10/3/12,842,ACTIVE,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Gas Distribution,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,,,,,
12/15/21,Operator Validation,10/3/12,842,ACTIVE,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Gas Transmission,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Current,4/21/95,,,,,,
12/15/21,Operator Validation,4/6/12,844,ACTIVE,KERN RIVER GAS TRANSMISSION CO,Gas Transmission,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,844,KERN RIVER GAS TRANSMISSION CO,Current,4/21/95,,,,,,
12/15/21,Operator Validation,5/1/12,846,ACTIVE,"AUBURN, CITY OF",Gas Distribution,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,846,"AUBURN, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,7/5/12,855,ACTIVE,"AUBURN GAS DEPT, CITY OF",Gas Distribution,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,855,"AUBURN GAS DEPT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,9/27/12,857,INACTIVE,"MARKWEST PINNACLE, L.L.C.",Gas Gathering,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,,,,,,,,,,
12/15/21,Operator Validation,9/27/12,857,INACTIVE,"MARKWEST PINNACLE, L.L.C.",Gas Transmission,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Current,4/21/95,,,,,,
12/15/21,Operator Validation,9/13/12,860,ACTIVE,"FAIRBANK, CITY OF",Gas Distribution,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,9/13/12,860,ACTIVE,"FAIRBANK, CITY OF",Gas Transmission,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,860,"FAIRBANK, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/5/13,861,INACTIVE,NEWFIELD EXPLORATION COMPANY,Gas Transmission,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,861,NEWFIELD EXPLORATION COMPANY,Current,4/20/95,,,,,,
